                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                 1.1838,                0.68871,                0.96855,                 1.7678,                 1.0574,                0.98124,                0.66734,                0.53986,                0.57031,                0.30941,                 1.2226,                0.69713,                0.97268,                 1.7837,                 1.0265,                0.97663,             0.00065845,             0.00065845,             0.00065845
                     72,                 1.1421,                0.67822,                0.96173,                 1.7228,                 1.0376,                0.97939,                0.71346,                0.53602,                 0.5851,                 0.3242,                 1.2143,                0.69481,                0.97188,                  1.752,                 1.0021,                0.97591,              0.0006535,              0.0006535,              0.0006535
                     73,                  1.157,                0.67684,                0.95616,                 1.7298,                 1.0384,                0.97133,                0.70818,                0.51764,                0.57868,                0.31513,                 1.2052,                0.68836,                0.96989,                 1.7499,                 1.0278,                0.98154,             0.00064855,             0.00064855,             0.00064855
                     74,                 1.1539,                0.68388,                0.96042,                 1.7233,                 1.0454,                0.97446,                0.70083,                0.51518,                0.56984,                0.31611,                 1.1985,                0.69239,                0.96232,                 1.7568,                  1.027,                0.97864,              0.0006436,              0.0006436,              0.0006436
                     75,                 1.1737,                  0.684,                0.96083,                 1.7474,                 1.0321,                0.97569,                0.68875,                0.50571,                 0.5555,                0.29867,                 1.2386,                0.69796,                0.97047,                  1.784,                 1.0562,                 0.9786,             0.00063865,             0.00063865,             0.00063865
                     76,                 1.1442,                0.68013,                0.95287,                 1.6939,                 1.0193,                0.96546,                0.73576,                   0.51,                0.57522,                0.32125,                 1.2171,                0.68549,                 0.9719,                 1.7448,                 1.0182,                  0.979,              0.0006337,              0.0006337,              0.0006337
                     77,                 1.1221,                0.66072,                 0.9518,                 1.6898,                 1.0044,                0.96999,                 0.6996,                0.52546,                0.57496,                0.31673,                 1.2158,                  0.686,                 0.9677,                 1.7376,                0.99814,                0.97569,             0.00062875,             0.00062875,             0.00062875
                     78,                 1.1544,                 0.6798,                0.95612,                 1.7027,                 1.0206,                0.97273,                0.73209,                0.51876,                0.57529,                0.31489,                 1.2198,                0.68987,                0.96241,                 1.7669,                0.99785,                0.97699,              0.0006238,              0.0006238,              0.0006238
                     79,                 1.1318,                0.66022,                0.95012,                 1.6872,                 1.0028,                 0.9644,                0.74315,                  0.502,                0.57258,                0.31174,                  1.204,                0.68523,                0.96115,                 1.7665,                 1.0166,                0.98028,             0.00061885,             0.00061885,             0.00061885
                     80,                 1.1285,                0.66324,                0.94696,                 1.6964,                 1.0035,                0.96408,                0.74941,                0.50304,                0.57567,                0.31252,                 1.2146,                0.68781,                 0.9656,                 1.7569,                 1.0309,                0.97505,              0.0006139,              0.0006139,              0.0006139
