                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                 1.0613,                0.60551,                0.93304,                 1.5927,                0.89634,                0.95269,                0.71866,                 0.4596,                 0.5315,                0.27802,                 1.3268,                0.75127,                 1.0092,                 1.8706,                 1.1426,                 1.0128,             0.00071785,             0.00071785,             0.00071785
                     60,                 1.0811,                0.60732,                0.93509,                 1.5976,                0.88805,                0.95048,                 0.7455,                0.48911,                 0.5677,                0.31025,                 1.2367,                 0.6947,                0.98501,                 1.7381,                 1.0385,                 0.9891,              0.0007129,              0.0007129,              0.0007129
                     61,                 1.0379,                0.59194,                 0.9249,                 1.5263,                0.86382,                0.94026,                0.70573,                0.52096,                0.56982,                0.30577,                 1.2789,                0.71313,                 1.0003,                 1.7808,                 1.0511,                0.99697,             0.00070795,             0.00070795,             0.00070795
                     62,                 1.0499,                 0.5925,                0.92524,                 1.5627,                0.86637,                0.94306,                0.73791,                0.49522,                0.56708,                0.30449,                 1.2574,                0.69695,                 1.0012,                 1.7753,                 1.0606,                0.99633,               0.000703,               0.000703,               0.000703
                     63,                 1.0604,                 0.5949,                0.93211,                 1.5575,                0.85566,                0.95203,                0.74982,                0.49799,                0.56569,                0.30867,                 1.2585,                0.68796,                0.99735,                 1.7986,                 1.0278,                 1.0018,             0.00069805,             0.00069805,             0.00069805
                     64,                 1.0308,                0.57553,                0.92064,                 1.5034,                0.83698,                0.93518,                0.72154,                0.50918,                0.56321,                0.30838,                 1.2472,                0.69631,                0.98871,                 1.7635,                 1.0602,                0.99748,              0.0006931,              0.0006931,              0.0006931
                     65,                 1.0508,                0.58891,                0.92242,                 1.5679,                0.86761,                0.93768,                0.73015,                 0.5155,                0.57806,                0.31644,                 1.2365,                0.68832,                0.98326,                 1.7733,                 1.0198,                 0.9948,             0.00068815,             0.00068815,             0.00068815
                     66,                 1.0304,                0.58312,                0.91933,                 1.5776,                0.85557,                0.93508,                 0.7187,                0.50246,                0.55082,                0.29412,                 1.2672,                0.70955,                0.98532,                 1.8321,                 1.0586,                 1.0079,              0.0006832,              0.0006832,              0.0006832
                     67,                 1.0486,                0.59089,                0.92324,                 1.6116,                0.87409,                0.94456,                0.72558,                0.50704,                0.57096,                0.30691,                 1.2317,                0.69632,                0.97373,                 1.7974,                 1.0365,                 1.0002,             0.00067825,             0.00067825,             0.00067825
                     68,                 1.0463,                 0.5838,                0.92439,                 1.5668,                0.86105,                0.94242,                0.72036,                0.50757,                0.55788,                0.30227,                 1.2393,                0.71442,                0.98443,                   1.81,                 1.0679,                 1.0026,              0.0006733,              0.0006733,              0.0006733
                     69,                 1.0586,                0.58943,                0.92883,                 1.5827,                0.86448,                0.94275,                0.73113,                0.50219,                0.56238,                0.30361,                 1.2508,                0.70448,                0.98945,                 1.7981,                 1.0506,                0.99854,             0.00066835,             0.00066835,             0.00066835
                     70,                 1.0727,                0.58819,                0.92545,                 1.6029,                0.87054,                0.94094,                0.71712,                0.51646,                0.57027,                 0.3104,                 1.2578,                0.69721,                0.99416,                 1.7992,                 1.0267,                0.99909,              0.0006634,              0.0006634,              0.0006634
                     71,                 1.0238,                0.56961,                0.91948,                 1.5411,                0.83878,                  0.934,                0.74112,                0.48482,                0.55298,                 0.3018,                 1.2843,                0.70372,                 1.0061,                 1.7973,                 1.0405,                 1.0054,             0.00065845,             0.00065845,             0.00065845
