                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     44,                 1.2481,                0.76258,                0.99815,                 1.7804,                  1.174,                 1.0123,                0.67367,                0.46101,                0.50878,                0.27397,                 1.3284,                 0.7971,                 1.0126,                 1.8539,                  1.196,                 1.0119,              0.0007921,              0.0007921,              0.0007921
                     45,                 1.2477,                0.77238,                 1.0057,                 1.7561,                 1.1702,                 1.0133,                0.60667,                0.49879,                0.52861,                0.27878,                 1.3237,                0.77352,                 1.0139,                 1.8483,                 1.2257,                 1.0144,             0.00078715,             0.00078715,             0.00078715
                     46,                 1.2366,                 0.7614,                0.99699,                 1.7557,                 1.1643,                 1.0059,                0.67203,                0.47522,                0.52208,                0.27181,                  1.301,                0.77318,                 1.0005,                 1.8363,                 1.2609,                0.99833,              0.0007822,              0.0007822,              0.0007822
                     47,                 1.2212,                0.74139,                0.98145,                  1.774,                  1.128,                0.99186,                0.66571,                0.48148,                0.53583,                0.27963,                 1.2905,                0.77711,                 1.0022,                 1.8448,                 1.2111,                  1.007,             0.00077725,             0.00077725,             0.00077725
                     48,                 1.2218,                0.73845,                 0.9809,                  1.758,                 1.1281,                0.99284,                0.69162,                0.49318,                0.54283,                0.29194,                  1.288,                0.74863,                 0.9965,                 1.8291,                 1.1143,                 1.0024,              0.0007723,              0.0007723,              0.0007723
                     49,                 1.2359,                0.74007,                0.98423,                 1.7771,                 1.1232,                0.99344,                0.66726,                0.48414,                0.53282,                0.28941,                 1.3018,                0.80373,                0.99895,                 1.8188,                 1.1936,                0.99922,             0.00076735,             0.00076735,             0.00076735
                     50,                 1.1848,                0.70766,                0.97295,                 1.7068,                 1.0874,                0.98518,                0.65914,                0.50784,                0.54501,                0.29029,                 1.2946,                0.77114,                0.99818,                 1.8263,                 1.1362,                 1.0004,              0.0007624,              0.0007624,              0.0007624
                     51,                 1.1663,                0.72582,                0.97247,                  1.696,                 1.0902,                0.98352,                0.66095,                0.48455,                0.53084,                0.28585,                 1.2822,                0.77761,                 1.0107,                 1.8365,                 1.1523,                 1.0077,             0.00075745,             0.00075745,             0.00075745
                     52,                 1.2232,                0.73136,                0.98577,                 1.7551,                 1.0952,                0.99295,                0.68092,                0.51313,                0.54484,                0.29525,                 1.2576,                0.73889,                0.98541,                 1.8185,                 1.1092,                 1.0034,              0.0007525,              0.0007525,              0.0007525
                     53,                    1.2,                0.71761,                 0.9762,                 1.7225,                 1.0822,                0.98452,                0.72281,                0.47828,                0.54074,                0.29675,                 1.2805,                0.74995,                0.99646,                 1.8198,                 1.1322,                 1.0071,             0.00074755,             0.00074755,             0.00074755
                     54,                 1.1785,                 0.6926,                0.96351,                 1.7571,                 1.0564,                0.98229,                0.70065,                0.49638,                0.55187,                0.30331,                 1.2635,                0.72964,                0.98852,                 1.8104,                 1.0993,                0.99847,              0.0007426,              0.0007426,              0.0007426
                     55,                 1.1994,                0.70816,                0.97727,                 1.7428,                 1.0734,                0.98957,                0.71875,                0.49796,                0.54975,                 0.2926,                 1.2773,                0.71465,                 0.9854,                 1.8711,                 1.1056,                0.99282,             0.00073765,             0.00073765,             0.00073765
                     56,                 1.1659,                0.70052,                0.96853,                 1.7055,                 1.0661,                0.98033,                0.67577,                0.50199,                0.54814,                0.29937,                 1.2476,                0.73401,                0.99131,                 1.8011,                 1.1002,                0.99726,              0.0007327,              0.0007327,              0.0007327
                     57,                 1.1668,                0.69661,                0.96961,                  1.699,                 1.0621,                0.98281,                0.67174,                 0.5105,                 0.5552,                0.30178,                 1.2644,                 0.7532,                0.99446,                 1.7902,                 1.0917,                0.99217,             0.00072775,             0.00072775,             0.00072775
                     58,                 1.1621,                0.69289,                0.96286,                 1.6979,                 1.0503,                0.97681,                0.70294,                0.49465,                 0.5491,                0.29807,                 1.2649,                0.74047,                0.99539,                 1.8284,                 1.0972,                 1.0016,              0.0007228,              0.0007228,              0.0007228
                     59,                 1.1931,                0.70802,                0.97315,                  1.732,                 1.0778,                0.98646,                0.70037,                0.48876,                0.53609,                0.29396,                  1.266,                0.72479,                0.99156,                  1.834,                 1.0803,                 1.0049,             0.00071785,             0.00071785,             0.00071785
                     60,                 1.1803,                0.70292,                0.96864,                 1.7034,                 1.0682,                0.98216,                 0.7135,                0.50337,                0.56282,                0.30826,                  1.254,                0.73166,                0.98123,                 1.8129,                 1.0771,                   0.99,              0.0007129,              0.0007129,              0.0007129
                     61,                 1.1691,                0.68879,                0.96186,                 1.7296,                 1.0606,                0.97444,                0.73073,                0.49378,                0.55677,                0.30876,                  1.233,                0.69132,                0.98154,                 1.7968,                 1.0582,                0.98437,             0.00070795,             0.00070795,             0.00070795
                     62,                 1.1931,                0.70978,                 0.9728,                 1.7319,                 1.0755,                0.98642,                0.71216,                 0.5061,                 0.5563,                0.30547,                 1.2558,                0.71368,                0.98472,                 1.7979,                 1.0628,                0.99231,               0.000703,               0.000703,               0.000703
