                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.1337,                0.71059,                0.95296,                 1.6669,                0.99314,                0.97382,                0.64953,                0.48116,                 0.5113,                0.26244,                 1.3626,                0.85347,                 1.0248,                 1.8924,                 1.1975,                 1.0277,               0.007822,               0.007822,               0.007822
                     47,                 1.1166,                0.68739,                0.94278,                 1.6816,                 0.9607,                0.96541,                0.64324,                0.46794,                 0.4967,                 0.2408,                 1.4112,                0.85009,                  1.024,                 2.0158,                 1.2278,                 1.0479,              0.0077725,              0.0077725,              0.0077725
                     48,                 1.1223,                0.68808,                0.94737,                 1.6576,                0.96929,                0.97062,                0.64732,                0.48358,                 0.5167,                   0.26,                 1.3155,                0.83731,                  1.019,                 1.9074,                 1.1674,                  1.032,               0.007723,               0.007723,               0.007723
                     49,                 1.1035,                0.68762,                 0.9465,                 1.6443,                 0.9598,                0.97003,                0.66311,                0.43494,                0.48237,                0.25195,                 1.3808,                0.93355,                 1.0585,                 1.9475,                 1.4158,                 1.0636,              0.0076735,              0.0076735,              0.0076735
                     50,                 1.0905,                0.67863,                 0.9384,                 1.6377,                0.95693,                0.96559,                0.67663,                0.45223,                0.50274,                0.25973,                 1.3694,                0.86336,                 1.0235,                 1.9265,                 1.2357,                 1.0411,               0.007624,               0.007624,               0.007624
                     51,                  1.109,                0.68263,                 0.9434,                 1.6212,                0.95481,                0.96395,                0.68059,                0.44793,                0.50775,                0.26834,                 1.3321,                0.86776,                 1.0232,                 1.8811,                  1.222,                 1.0425,              0.0075745,              0.0075745,              0.0075745
                     52,                 1.0908,                0.67349,                0.93491,                 1.6244,                 0.9448,                0.96135,                0.67081,                0.46476,                 0.5065,                0.25614,                 1.3726,                0.84275,                 1.0287,                 1.9379,                 1.1809,                 1.0419,               0.007525,               0.007525,               0.007525
                     53,                 1.1001,                0.67126,                0.93373,                 1.6452,                0.94466,                0.95704,                  0.697,                0.47599,                0.52049,                0.27338,                 1.3299,                0.81424,                 1.0246,                 1.8933,                 1.1495,                 1.0328,              0.0074755,              0.0074755,              0.0074755
                     54,                 1.1282,                0.67787,                0.94218,                  1.706,                0.96646,                0.96591,                0.71207,                0.49907,                0.54093,                0.28346,                 1.3206,                0.80463,                 1.0189,                 1.8725,                 1.1535,                 1.0321,               0.007426,               0.007426,               0.007426
                     55,                 1.0876,                0.66303,                0.93723,                 1.6315,                0.94004,                0.95977,                0.67449,                 0.4857,                0.53137,                0.28683,                 1.3033,                0.82058,                 1.0177,                 1.8419,                 1.1578,                 1.0221,              0.0073765,              0.0073765,              0.0073765
                     56,                 1.0779,                 0.6707,                0.94375,                 1.5995,                0.92837,                0.96678,                0.69396,                0.48455,                0.54641,                0.28846,                 1.2928,                0.79751,                 1.0071,                 1.8719,                 1.1261,                 1.0311,               0.007327,               0.007327,               0.007327
                     57,                 1.0797,                0.66046,                0.93601,                  1.616,                0.92152,                0.96086,                0.66095,                0.49379,                0.53427,                0.28143,                 1.3001,                0.79546,                 1.0102,                 1.8827,                   1.12,                 1.0339,              0.0072775,              0.0072775,              0.0072775
                     58,                 1.0845,                0.66337,                 0.9385,                 1.6143,                0.92761,                0.95872,                0.70031,                0.49517,                0.54197,                0.27881,                 1.3011,                0.78232,                 1.0082,                 1.8693,                  1.123,                  1.017,               0.007228,               0.007228,               0.007228
                     59,                  1.093,                0.64985,                0.93384,                 1.6558,                0.91896,                0.95856,                0.69206,                0.50768,                0.54155,                0.28088,                 1.2657,                0.78268,                0.99266,                 1.8134,                 1.1103,                 1.0135,              0.0071785,              0.0071785,              0.0071785
                     60,                 1.0792,                0.65363,                0.93286,                 1.6269,                0.91433,                0.95927,                0.71739,                0.49494,                0.55001,                0.29425,                 1.2751,                0.78383,                0.99555,                 1.8082,                 1.0857,                 1.0045,               0.007129,               0.007129,               0.007129
                     61,                 1.0795,                0.64904,                0.93401,                 1.5872,                0.90068,                0.95821,                 0.6795,                0.47428,                0.52337,                0.27918,                 1.2785,                 0.7965,                  1.004,                 1.8431,                 1.1323,                 1.0266,              0.0070795,              0.0070795,              0.0070795
