                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                 1.0404,                0.60162,                0.91887,                 1.5923,                0.87427,                0.93686,                0.67463,                0.49804,                0.54108,                0.29139,                 1.2749,                0.76178,                 1.0014,                 1.8165,                 1.1168,                 1.0144,                0.00604,                0.00604,                0.00604
                     83,                 1.0254,                0.59565,                0.91308,                 1.5854,                0.86918,                0.93513,                 0.7093,                0.47803,                0.52475,                0.28598,                 1.2732,                0.76124,                0.99964,                  1.824,                 1.1353,                 1.0143,              0.0059905,              0.0059905,              0.0059905
                     84,                 1.0298,                 0.5967,                0.90913,                 1.5945,                0.88806,                0.93077,                 0.6902,                0.53451,                0.57476,                0.30824,                 1.2288,                0.70473,                0.97352,                 1.7765,                 1.0306,                0.99142,               0.005941,               0.005941,               0.005941
                     85,                 1.0188,                0.59074,                0.90724,                 1.5719,                0.84733,                0.92397,                0.72036,                0.51513,                0.56876,                0.30363,                 1.2363,                0.70361,                0.97874,                  1.762,                 1.0045,                 0.9922,              0.0058915,              0.0058915,              0.0058915
                     86,                 1.0232,                0.59295,                0.90408,                 1.6062,                 0.8645,                0.91958,                0.70608,                0.49841,                0.54587,                0.28487,                 1.2647,                0.72394,                0.98426,                 1.8144,                 1.1042,                 0.9991,               0.005842,               0.005842,               0.005842
                     87,                 1.0182,                0.58374,                0.90783,                  1.579,                0.85349,                0.92608,                0.68004,                0.50918,                0.56227,                0.30008,                 1.2324,                0.72443,                0.96921,                 1.7723,                 1.1007,                0.98259,              0.0057925,              0.0057925,              0.0057925
                     88,                 1.0109,                0.59033,                0.89828,                 1.5773,                0.85049,                0.91572,                0.70534,                0.49796,                0.55614,                0.29716,                 1.2438,                0.75262,                0.98181,                 1.7938,                  1.171,                0.98957,               0.005743,               0.005743,               0.005743
                     89,                0.98352,                0.57581,                0.90231,                 1.5349,                0.83556,                0.91876,                0.70831,                0.49766,                0.55743,                 0.2982,                 1.2413,                0.72856,                0.98259,                 1.7878,                 1.0927,                0.99148,              0.0056935,              0.0056935,              0.0056935
                     90,                 1.0088,                0.58744,                0.90759,                 1.5834,                0.85745,                0.92592,                0.67499,                0.53351,                 0.5661,                0.30684,                 1.2492,                0.69719,                0.99083,                 1.7692,                 1.0309,                0.99664,               0.005644,               0.005644,               0.005644
                     91,                0.98886,                0.57808,                0.90094,                 1.5351,                0.83349,                0.91821,                0.74035,                0.52226,                0.58213,                0.31789,                 1.2169,                0.70508,                0.98607,                 1.7564,                 1.0593,                0.99184,              0.0055945,              0.0055945,              0.0055945
