                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                 1.1558,                0.70057,                0.96417,                 1.7492,                 1.0796,                0.97776,                0.71561,                0.49737,                0.54542,                0.29537,                 1.2848,                0.71567,                0.99625,                 1.8561,                 1.0459,                 1.0094,              0.0006931,              0.0006931,              0.0006931
                     65,                 1.1317,                0.68218,                0.95499,                 1.6963,                 1.0446,                0.96747,                0.72422,                0.48254,                0.54909,                0.30087,                 1.2517,                0.72537,                0.98896,                 1.8112,                 1.0805,                0.99794,             0.00068815,             0.00068815,             0.00068815
                     66,                 1.1486,                0.68366,                0.95567,                 1.7069,                 1.0376,                0.96497,                0.72188,                0.49658,                0.55534,                0.30075,                 1.2525,                0.73273,                0.98549,                 1.7844,                 1.0717,                0.99207,              0.0006832,              0.0006832,              0.0006832
                     67,                 1.1413,                0.68556,                0.95119,                 1.7204,                 1.0511,                  0.966,                0.72839,                0.48464,                0.55431,                0.30273,                 1.2769,                0.72801,                0.99261,                 1.8139,                  1.065,                0.98749,             0.00067825,             0.00067825,             0.00067825
                     68,                 1.1392,                0.67692,                0.95424,                 1.7062,                 1.0259,                0.96058,                0.68685,                0.49591,                0.54447,                0.29729,                 1.2527,                 0.7301,                0.97292,                 1.8416,                 1.0936,                0.98323,              0.0006733,              0.0006733,              0.0006733
                     69,                 1.1285,                0.67335,                0.94911,                 1.7099,                 1.0206,                0.96346,                0.70794,                0.49421,                0.55177,                0.29206,                 1.3181,                0.75684,                0.99636,                  1.931,                 1.1315,                 1.0078,             0.00066835,             0.00066835,             0.00066835
                     70,                 1.1379,                0.67737,                0.95057,                 1.7131,                 1.0366,                0.96505,                0.70491,                0.51786,                0.57539,                0.31548,                 1.2267,                0.70502,                0.97212,                 1.7673,                 1.0265,                0.97973,              0.0006634,              0.0006634,              0.0006634
                     71,                 1.1386,                0.67891,                0.95388,                 1.7289,                 1.0395,                0.96994,                0.70512,                 0.5063,                0.56075,                0.30052,                 1.2436,                0.71487,                0.97524,                 1.7723,                 1.0297,                0.97799,             0.00065845,             0.00065845,             0.00065845
                     72,                 1.1344,                0.68176,                0.94804,                 1.7135,                 1.0456,                0.96279,                 0.7055,                 0.4878,                0.55182,                0.30409,                 1.2363,                0.71523,                0.97377,                  1.788,                 1.0904,                 0.9758,              0.0006535,              0.0006535,              0.0006535
                     73,                 1.1172,                0.65913,                0.94614,                 1.6967,                  1.012,                0.95963,                0.70046,                0.53385,                0.58116,                0.31812,                 1.2396,                0.69071,                 0.9729,                  1.779,                0.99937,                0.97869,             0.00064855,             0.00064855,             0.00064855
